;;;;;;;;;;;;;No Pobre;;;Pobre;;
N°;NIVEL;DEPARTAMENTO;PROVINCIA;MUNICIPIO / TIOC;ÁREA;Inadecuados Materiales de la Vivienda;Insuficientes Espacios en la Vivienda;Inadecuados Servicios de Agua y Saneamiento;Inadecuados Insumos Energéticos;Insuficiencia en educación;Inadecuada atención en salud;Total Población No Pobre;Necesidades Básicas Satisfechas;Umbral;Total Población Pobre;Moderada;Indigente;Marginal
706;Provincia;ORURO;Poopó;;Poopó;4.981;9.750;8.773;4.040;5.431;1.645;64,2;26;38,2;35,8;31,5;4,2;0,1
707;Provincia;ORURO;Poopó;;Urbana;267;2.867;700;126;1.038;286;91,4;43,8;47,6;8,6;7,7;0,9;0
708;Provincia;ORURO;Poopó;;Rural;4.714;6.883;8.073;3.914;4.393;1.359;53,6;19,1;34,6;46,4;40,8;5,5;0,1
709;Municipio;ORURO;Poopó;Poopó;Poopó;2.706;5.489;3.982;2.475;2.829;850;66,9;27,5;39,4;33,1;28,6;4,5;0,1
710;Municipio;ORURO;Poopó;Poopó;Urbana;267;2.867;700;126;1.038;286;91,4;43,8;47,6;8,6;7,7;0,9;0
711;Municipio;ORURO;Poopó;Poopó;Rural;2.439;2.622;3.282;2.349;1.791;564;40,8;10,1;30,6;59,2;50,7;8,4;0,1
712;Municipio;ORURO;Poopó;Pazña;Pazña;1.368;2.240;2.769;884;1.504;473;56,8;18,5;38,3;43,2;39;4,1;0,1
713;Municipio;ORURO;Poopó;Pazña;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
714;Municipio;ORURO;Poopó;Pazña;Rural;1.368;2.240;2.769;884;1.504;473;56,8;18,5;38,3;43,2;39;4,1;0,1
715;Municipio;ORURO;Poopó;Antequera;Antequera;907;2.021;2.022;681;1.098;322;65,9;30,8;35,1;34,1;30,4;3,7;0
716;Municipio;ORURO;Poopó;Antequera;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
717;Municipio;ORURO;Poopó;Antequera;Rural;907;2.021;2.022;681;1.098;322;65,9;30,8;35,1;34,1;30,4;3,7;0
718;Provincia;ORURO;Pantaleón Dalence;;Pantaleón Dalence;3.587;12.082;7.913;2.155;6.560;2.390;83,3;45,4;37,8;16,7;15,2;1,5;0
719;Provincia;ORURO;Pantaleón Dalence;;Urbana;1.150;8.527;3.235;112;3.570;1.463;92,5;53,9;38,6;7,5;7,3;0,2;0
720;Provincia;ORURO;Pantaleón Dalence;;Rural;2.437;3.555;4.678;2.043;2.990;927;57,4;21,6;35,8;42,6;37,2;5,2;0,2
721;Municipio;ORURO;Pantaleón Dalence;Huanuni;Huanuni;2.188;8.746;5.375;1.324;4.778;1.711;86,5;50,4;36,1;13,5;12,2;1,3;0
722;Municipio;ORURO;Pantaleón Dalence;Huanuni;Urbana;766;6.934;2.773;46;2.928;1.202;93,3;56,5;36,8;6,7;6,6;0,1;0
723;Municipio;ORURO;Pantaleón Dalence;Huanuni;Rural;1.422;1.812;2.602;1.278;1.850;509;58,2;25,1;33,1;41,8;35,3;6,4;0,1
724;Municipio;ORURO;Pantaleón Dalence;Machacamarca;Machacamarca;1.399;3.336;2.538;831;1.782;679;73;29,6;43,4;27;24,7;2,1;0,1
725;Municipio;ORURO;Pantaleón Dalence;Machacamarca;Urbana;384;1.593;462;66;642;261;88,4;41,2;47,2;11,6;11;0,6;0
726;Municipio;ORURO;Pantaleón Dalence;Machacamarca;Rural;1.015;1.743;2.076;765;1.140;418;56,4;17,1;39,3;43,6;39,6;3,8;0,2
727;Provincia;ORURO;Ladislao Cabrera;;Ladislao Cabrera;6.145;12.614;12.503;7.664;6.094;3.066;44,1;11,2;32,8;55,9;50,4;5,4;0,1
728;Provincia;ORURO;Ladislao Cabrera;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
729;Provincia;ORURO;Ladislao Cabrera;;Rural;6.145;12.614;12.503;7.664;6.094;3.066;44,1;11,2;32,8;55,9;50,4;5,4;0,1
730;Municipio;ORURO;Ladislao Cabrera;Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas);Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas);5.170;10.565;10.546;6.383;4.693;2.462;44,6;11,4;33,2;55,4;50,1;5,2;0,1
731;Municipio;ORURO;Ladislao Cabrera;Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas);Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
732;Municipio;ORURO;Ladislao Cabrera;Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas);Rural;5.170;10.565;10.546;6.383;4.693;2.462;44,6;11,4;33,2;55,4;50,1;5,2;0,1
733;Municipio;ORURO;Ladislao Cabrera;Pampa Aullagas;Pampa Aullagas;975;2.049;1.957;1.281;1.401;604;41,6;10,5;31,1;58,4;51,9;6,4;0,1
734;Municipio;ORURO;Ladislao Cabrera;Pampa Aullagas;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
735;Municipio;ORURO;Ladislao Cabrera;Pampa Aullagas;Rural;975;2.049;1.957;1.281;1.401;604;41,6;10,5;31,1;58,4;51,9;6,4;0,1
736;Provincia;ORURO;Sabaya;;Sabaya;4.348;13.745;11.376;5.435;4.185;3.896;46,2;7,3;38,9;53,8;48,7;5;0,1
737;Provincia;ORURO;Sabaya;;Urbana;134;2.002;743;98;612;391;68,7;6,7;62;31,3;29,9;1,2;0,2
738;Provincia;ORURO;Sabaya;;Rural;4.214;11.743;10.633;5.337;3.573;3.505;43;7,4;35,6;57;51,4;5,6;0
739;Municipio;ORURO;Sabaya;Sabaya;Sabaya;2.909;11.480;8.962;3.964;3.220;3.359;47;6,9;40,1;53;47,9;5,1;0,1
740;Municipio;ORURO;Sabaya;Sabaya;Urbana;134;2.002;743;98;612;391;68,7;6,7;62;31,3;29,9;1,2;0,2
741;Municipio;ORURO;Sabaya;Sabaya;Rural;2.775;9.478;8.219;3.866;2.608;2.968;42,9;6,9;36;57,1;51,3;5,8;0
742;Municipio;ORURO;Sabaya;Coipasa;Coipasa;171;972;759;252;166;179;60,5;14,8;45,7;39,5;38,8;0,8;0
743;Municipio;ORURO;Sabaya;Coipasa;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
744;Municipio;ORURO;Sabaya;Coipasa;Rural;171;972;759;252;166;179;60,5;14,8;45,7;39,5;38,8;0,8;0
745;Municipio;ORURO;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Uru Chipaya (Nación Originaria Uru Chipaya);1.268;1.293;1.655;1.219;799;358;32,9;5,4;27,5;67,1;59,6;7,5;0
746;Municipio;ORURO;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
747;Municipio;ORURO;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Rural;1.268;1.293;1.655;1.219;799;358;32,9;5,4;27,5;67,1;59,6;7,5;0
748;Provincia;ORURO;Saucarí;;Saucarí;8.216;9.073;10.200;8.089;4.477;1.858;18,6;4,3;14,3;81,4;64,4;16,8;0,3
749;Provincia;ORURO;Saucarí;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
750;Provincia;ORURO;Saucarí;;Rural;8.216;9.073;10.200;8.089;4.477;1.858;18,6;4,3;14,3;81,4;64,4;16,8;0,3
751;Municipio;ORURO;Saucarí;Toledo;Toledo;8.216;9.073;10.200;8.089;4.477;1.858;18,6;4,3;14,3;81,4;64,4;16,8;0,3
752;Municipio;ORURO;Saucarí;Toledo;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
753;Municipio;ORURO;Saucarí;Toledo;Rural;8.216;9.073;10.200;8.089;4.477;1.858;18,6;4,3;14,3;81,4;64,4;16,8;0,3
754;Provincia;ORURO;Tomás Barrón;;Tomás Barrón;1.673;3.213;3.256;1.095;2.027;793;50,3;10,6;39,7;49,7;45,1;4,6;0
755;Provincia;ORURO;Tomás Barrón;;Urbana;322;1.013;939;63;547;292;79,6;21,2;58,4;20,4;19,8;0,6;0
756;Provincia;ORURO;Tomás Barrón;;Rural;1.351;2.200;2.317;1.032;1.480;501;29,6;3,1;26,5;70,4;63;7,4;0,1
757;Municipio;ORURO;Tomás Barrón;Eucaliptus;Eucaliptus;1.673;3.213;3.256;1.095;2.027;793;50,3;10,6;39,7;49,7;45,1;4,6;0
758;Municipio;ORURO;Tomás Barrón;Eucaliptus;Urbana;322;1.013;939;63;547;292;79,6;21,2;58,4;20,4;19,8;0,6;0
759;Municipio;ORURO;Tomás Barrón;Eucaliptus;Rural;1.351;2.200;2.317;1.032;1.480;501;29,6;3,1;26,5;70,4;63;7,4;0,1
760;Provincia;ORURO;Sur Carangas;;Sur Carangas;4.866;6.874;6.331;5.643;2.751;1.247;34,9;9,2;25,6;65,1;55,3;9,8;0,1
761;Provincia;ORURO;Sur Carangas;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
762;Provincia;ORURO;Sur Carangas;;Rural;4.866;6.874;6.331;5.643;2.751;1.247;34,9;9,2;25,6;65,1;55,3;9,8;0,1
763;Municipio;ORURO;Sur Carangas;Andamarca;Andamarca;3.443;4.656;4.561;4.067;1.968;927;30;9,6;20,4;70;58;11,9;0,1
764;Municipio;ORURO;Sur Carangas;Andamarca;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
765;Municipio;ORURO;Sur Carangas;Andamarca;Rural;3.443;4.656;4.561;4.067;1.968;927;30;9,6;20,4;70;58;11,9;0,1
766;Municipio;ORURO;Sur Carangas;Belén de Andamarca;Belén de Andamarca;1.423;2.218;1.770;1.576;783;320;45,2;8,6;36,7;54,8;49,5;5,3;0
767;Municipio;ORURO;Sur Carangas;Belén de Andamarca;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
768;Municipio;ORURO;Sur Carangas;Belén de Andamarca;Rural;1.423;2.218;1.770;1.576;783;320;45,2;8,6;36,7;54,8;49,5;5,3;0
769;Provincia;ORURO;San Pedro de Totora;;San Pedro de Totora;4.122;4.329;5.351;4.686;2.093;1.004;21,5;3,9;17,6;78,5;65,1;13,3;0,1
770;Provincia;ORURO;San Pedro de Totora;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
771;Provincia;ORURO;San Pedro de Totora;;Rural;4.122;4.329;5.351;4.686;2.093;1.004;21,5;3,9;17,6;78,5;65,1;13,3;0,1
772;Municipio;ORURO;San Pedro de Totora;Totora;Totora;4.122;4.329;5.351;4.686;2.093;1.004;21,5;3,9;17,6;78,5;65,1;13,3;0,1
773;Municipio;ORURO;San Pedro de Totora;Totora;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
774;Municipio;ORURO;San Pedro de Totora;Totora;Rural;4.122;4.329;5.351;4.686;2.093;1.004;21,5;3,9;17,6;78,5;65,1;13,3;0,1
775;Provincia;ORURO;Sebastián Pagador;;Sebastián Pagador;5.976;8.780;7.883;5.001;5.856;2.170;44,4;12,6;31,8;55,6;44,4;11;0,2
776;Provincia;ORURO;Sebastián Pagador;;Urbana;536;2.675;387;103;1.162;389;86,4;27,7;58,7;13,6;13,2;0,4;0
777;Provincia;ORURO;Sebastián Pagador;;Rural;5.440;6.105;7.496;4.898;4.694;1.781;24,6;5,4;19,1;75,4;59,1;16;0,4
778;Municipio;ORURO;Sebastián Pagador;Santiago de Huari;Santiago de Huari;5.976;8.780;7.883;5.001;5.856;2.170;44,4;12,6;31,8;55,6;44,4;11;0,2
779;Municipio;ORURO;Sebastián Pagador;Santiago de Huari;Urbana;536;2.675;387;103;1.162;389;86,4;27,7;58,7;13,6;13,2;0,4;0
780;Municipio;ORURO;Sebastián Pagador;Santiago de Huari;Rural;5.440;6.105;7.496;4.898;4.694;1.781;24,6;5,4;19,1;75,4;59,1;16;0,4
781;Provincia;ORURO;Mejillones;;Mejillones;1.465;2.848;1.877;1.477;777;652;45,4;14;31,3;54,6;47,2;7,4;0
782;Provincia;ORURO;Mejillones;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
783;Provincia;ORURO;Mejillones;;Rural;1.465;2.848;1.877;1.477;777;652;45,4;14;31,3;54,6;47,2;7,4;0
784;Municipio;ORURO;Mejillones;La Rivera;La Rivera;620;1.115;764;575;312;281;36,7;9,2;27,6;63,3;53,4;9,9;0
785;Municipio;ORURO;Mejillones;La Rivera;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
786;Municipio;ORURO;Mejillones;La Rivera;Rural;620;1.115;764;575;312;281;36,7;9,2;27,6;63,3;53,4;9,9;0
787;Municipio;ORURO;Mejillones;Todos Santos;Todos Santos;329;796;446;372;190;134;63,7;20,7;43;36,3;33,4;2,9;0
788;Municipio;ORURO;Mejillones;Todos Santos;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
789;Municipio;ORURO;Mejillones;Todos Santos;Rural;329;796;446;372;190;134;63,7;20,7;43;36,3;33,4;2,9;0
790;Municipio;ORURO;Mejillones;Carangas;Carangas;516;937;667;530;275;237;37,1;13;24,1;62,9;53,8;9,1;0
791;Municipio;ORURO;Mejillones;Carangas;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
792;Municipio;ORURO;Mejillones;Carangas;Rural;516;937;667;530;275;237;37,1;13;24,1;62,9;53,8;9,1;0
793;Provincia;ORURO;Nor Carangas;;Nor Carangas;3.344;3.829;4.307;3.915;1.923;822;31,9;7,6;24,3;68,1;56,2;11,7;0,2
794;Provincia;ORURO;Nor Carangas;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
795;Provincia;ORURO;Nor Carangas;;Rural;3.344;3.829;4.307;3.915;1.923;822;31,9;7,6;24,3;68,1;56,2;11,7;0,2
796;Municipio;ORURO;Nor Carangas;Santiago de Huayllamarca;Santiago de Huayllamarca;3.344;3.829;4.307;3.915;1.923;822;31,9;7,6;24,3;68,1;56,2;11,7;0,2
797;Municipio;ORURO;Nor Carangas;Santiago de Huayllamarca;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
798;Municipio;ORURO;Nor Carangas;Santiago de Huayllamarca;Rural;3.344;3.829;4.307;3.915;1.923;822;31,9;7,6;24,3;68,1;56,2;11,7;0,2
799;Departamento;POTOSÍ;;;POTOSÍ;293.065;481.651;378.309;305.809;351.283;143.552;54,9;22,5;32,4;45,1;35,9;8,8;0,4
800;Departamento;POTOSÍ;;;Urbana;28.362;209.936;51.506;10.038;85.887;49.477;85,5;41;44,5;14,5;13,6;1;0
801;Departamento;POTOSÍ;;;Rural;264.703;271.715;326.803;295.771;265.396;94.075;30;7,4;22,6;70;54,2;15,2;0,6
802;Provincia;POTOSÍ;Tomás Frías;;Tomás Frías;46.223;159.357;63.874;44.789;73.703;40.250;72,9;36,9;36;27,1;22,9;4,2;0,1
803;Provincia;POTOSÍ;Tomás Frías;;Urbana;11.632;114.786;15.736;3.902;37.577;26.469;87,7;46,5;41,1;12,3;11,5;0,8;0
804;Provincia;POTOSÍ;Tomás Frías;;Rural;34.591;44.571;48.138;40.887;36.126;13.781;26,9;6,8;20,2;73,1;58,3;14,5;0,3
805;Municipio;POTOSÍ;Tomás Frías;Potosí;Potosí;18.794;128.780;29.729;13.984;47.643;30.560;83,2;43,3;39,9;16,8;15,1;1,6;0
806;Municipio;POTOSÍ;Tomás Frías;Potosí;Urbana;11.632;114.786;15.736;3.902;37.577;26.469;87,7;46,5;41,1;12,3;11,5;0,8;0
807;Municipio;POTOSÍ;Tomás Frías;Potosí;Rural;7.162;13.994;13.993;10.082;10.066;4.091;39,8;11,6;28,2;60,2;51;9;0,2
808;Municipio;POTOSÍ;Tomás Frías;Tinguipaya;Tinguipaya;22.302;20.121;24.736;24.068;19.039;7.166;9,3;1,7;7,6;90,7;68,4;21,7;0,6
809;Municipio;POTOSÍ;Tomás Frías;Tinguipaya;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
810;Municipio;POTOSÍ;Tomás Frías;Tinguipaya;Rural;22.302;20.121;24.736;24.068;19.039;7.166;9,3;1,7;7,6;90,7;68,4;21,7;0,6
811;Municipio;POTOSÍ;Tomás Frías;Yocalla;Yocalla;3.021;8.141;6.698;4.528;5.478;1.873;49,9;11,9;38;50,1;45,7;4,3;0,1
812;Municipio;POTOSÍ;Tomás Frías;Yocalla;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
813;Municipio;POTOSÍ;Tomás Frías;Yocalla;Rural;3.021;8.141;6.698;4.528;5.478;1.873;49,9;11,9;38;50,1;45,7;4,3;0,1
814;Municipio;POTOSÍ;Tomás Frías;Urmiri;Urmiri;2.106;2.315;2.711;2.209;1.543;651;13,2;1,3;11,9;86,8;62,4;23,8;0,6
815;Municipio;POTOSÍ;Tomás Frías;Urmiri;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
816;Municipio;POTOSÍ;Tomás Frías;Urmiri;Rural;2.106;2.315;2.711;2.209;1.543;651;13,2;1,3;11,9;86,8;62,4;23,8;0,6
817;Provincia;POTOSÍ;Rafael Bustillo;;Rafael Bustillo;26.549;45.903;41.591;21.483;32.426;16.774;57,7;24,1;33,6;42,3;35,8;6,3;0,2
818;Provincia;POTOSÍ;Rafael Bustillo;;Urbana;5.971;23.423;13.909;1.842;11.854;7.456;79,8;38,5;41,4;20,2;18,6;1,5;0
819;Provincia;POTOSÍ;Rafael Bustillo;;Rural;20.578;22.480;27.682;19.641;20.572;9.318;27,6;4,7;22,9;72,4;59,1;12,8;0,4
820;Municipio;POTOSÍ;Rafael Bustillo;Uncía;Uncía;8.177;11.760;12.033;6.967;9.175;4.308;49;16,8;32,2;51;43;7,8;0,2
821;Municipio;POTOSÍ;Rafael Bustillo;Uncía;Urbana;1.026;3.650;2.778;340;2.215;1.099;77,7;37,6;40,1;22,3;21;1,2;0
822;Municipio;POTOSÍ;Rafael Bustillo;Uncía;Rural;7.151;8.110;9.255;6.627;6.960;3.209;30;3;27;70;57,5;12,2;0,3
823;Municipio;POTOSÍ;Rafael Bustillo;Chayanta;Chayanta;7.472;8.467;9.424;6.450;7.496;2.990;42,6;13,8;28,8;57,4;49,4;7,8;0,1
824;Municipio;POTOSÍ;Rafael Bustillo;Chayanta;Urbana;553;1.111;541;123;878;262;81,7;36,9;44,8;18,3;17,3;0,9;0
825;Municipio;POTOSÍ;Rafael Bustillo;Chayanta;Rural;6.919;7.356;8.883;6.327;6.618;2.728;34,7;9,1;25,6;65,3;55,9;9,2;0,2
826;Municipio;POTOSÍ;Rafael Bustillo;Llallagua;Llallagua;7.397;20.321;13.323;4.631;11.318;7.701;72,6;34,5;38,1;27,4;23,6;3,6;0,1
827;Municipio;POTOSÍ;Rafael Bustillo;Llallagua;Urbana;4.164;17.544;9.227;1.312;8.037;5.966;80;39;41;20;18,2;1,7;0,1
828;Municipio;POTOSÍ;Rafael Bustillo;Llallagua;Rural;3.233;2.777;4.096;3.319;3.281;1.735;19,1;2;17,1;80,9;62,4;17,7;0,9
829;Municipio;POTOSÍ;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Chuquihuta Ayllu Jucumani;3.503;5.355;6.811;3.435;4.437;1.775;32,2;9,8;22,4;67,8;53,6;13,6;0,6
830;Municipio;POTOSÍ;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Urbana;228;1.118;1.363;67;724;129;83,2;34,7;48,5;16,8;15,4;1,3;0,1
831;Municipio;POTOSÍ;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Rural;3.275;4.237;5.448;3.368;3.713;1.646;14,7;1,2;13,5;85,3;66,7;17,8;0,8
832;Provincia;POTOSÍ;Cornelio Saavedra;;Cornelio Saavedra;24.764;30.832;36.731;32.149;34.014;11.494;31,9;6,3;25,6;68,1;52,9;14,6;0,6
833;Provincia;POTOSÍ;Cornelio Saavedra;;Urbana;688;3.751;1.304;547;2.581;827;74,2;21,5;52,7;25,8;23,7;2,1;0
834;Provincia;POTOSÍ;Cornelio Saavedra;;Rural;24.076;27.081;35.427;31.602;31.433;10.667;26,4;4,3;22,1;73,6;56,7;16,2;0,7
835;Municipio;POTOSÍ;Cornelio Saavedra;Betanzos;Betanzos;10.666;17.197;18.627;15.135;18.841;4.972;39,4;7,8;31,5;60,6;52,3;8,3;0,1
836;Municipio;POTOSÍ;Cornelio Saavedra;Betanzos;Urbana;688;3.751;1.304;547;2.581;827;74,2;21,5;52,7;25,8;23,7;2,1;0
837;Municipio;POTOSÍ;Cornelio Saavedra;Betanzos;Rural;9.978;13.446;17.323;14.588;16.260;4.145;30,7;4,4;26,3;69,3;59,4;9,8;0,1
838;Municipio;POTOSÍ;Cornelio Saavedra;Chaquí;Chaquí;3.278;4.650;5.226;5.129;5.646;1.832;40,7;8,3;32,4;59,3;49,8;9,3;0,2
839;Municipio;POTOSÍ;Cornelio Saavedra;Chaquí;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
840;Municipio;POTOSÍ;Cornelio Saavedra;Chaquí;Rural;3.278;4.650;5.226;5.129;5.646;1.832;40,7;8,3;32,4;59,3;49,8;9,3;0,2
841;Municipio;POTOSÍ;Cornelio Saavedra;Tacobamba;Tacobamba;10.820;8.985;12.878;11.885;9.527;4.690;9,5;1,7;7,9;90,5;56,4;32,1;1,9
842;Municipio;POTOSÍ;Cornelio Saavedra;Tacobamba;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
843;Municipio;POTOSÍ;Cornelio Saavedra;Tacobamba;Rural;10.820;8.985;12.878;11.885;9.527;4.690;9,5;1,7;7,9;90,5;56,4;32,1;1,9
844;Provincia;POTOSÍ;Chayanta;;Chayanta;69.253;58.915;73.076;71.086;61.893;22.075;18,4;4,4;14,1;81,6;59,1;21,5;1
845;Provincia;POTOSÍ;Chayanta;;Urbana;1.536;3.690;2.558;859;2.932;821;72,4;30,4;42;27,6;23,8;3,7;0,1
846;Provincia;POTOSÍ;Chayanta;;Rural;67.717;55.225;70.518;70.227;58.961;21.254;13,9;2,2;11,7;86,1;62,1;23;1,1
847;Municipio;POTOSÍ;Chayanta;Colquechaca;Colquechaca;8.933;8.985;9.939;8.790;9.403;3.756;32,2;12,3;20;67,8;44,1;22;1,7
848;Municipio;POTOSÍ;Chayanta;Colquechaca;Urbana;801;3.043;1.320;172;2.091;517;79,9;34;45,9;20,1;18,3;1,7;0
849;Municipio;POTOSÍ;Chayanta;Colquechaca;Rural;8.132;5.942;8.619;8.618;7.312;3.239;7,1;0,8;6,3;92,9;57,7;32,6;2,6
850;Municipio;POTOSÍ;Chayanta;Ravelo;Ravelo;12.932;9.718;11.486;13.641;12.221;3.430;16,3;3,3;13;83,7;57,1;25,2;1,4
851;Municipio;POTOSÍ;Chayanta;Ravelo;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
852;Municipio;POTOSÍ;Chayanta;Ravelo;Rural;12.932;9.718;11.486;13.641;12.221;3.430;16,3;3,3;13;83,7;57,1;25,2;1,4
853;Municipio;POTOSÍ;Chayanta;Pocoata;Pocoata;23.230;19.639;25.463;24.035;17.734;6.939;17,8;2,9;14,9;82,2;64,7;17,1;0,5
854;Municipio;POTOSÍ;Chayanta;Pocoata;Urbana;735;647;1.238;687;841;304;54,7;21,9;32,8;45,3;36,7;8,3;0,2
855;Municipio;POTOSÍ;Chayanta;Pocoata;Rural;22.495;18.992;24.225;23.348;16.893;6.635;15,1;1,5;13,6;84,9;66,7;17,7;0,5
856;Municipio;POTOSÍ;Chayanta;Ocurí;Ocurí;10.965;7.891;10.510;10.916;9.368;3.503;13;3,2;9,8;87;57,6;28,2;1,2
857;Municipio;POTOSÍ;Chayanta;Ocurí;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
858;Municipio;POTOSÍ;Chayanta;Ocurí;Rural;10.965;7.891;10.510;10.916;9.368;3.503;13;3,2;9,8;87;57,6;28,2;1,2
859;Municipio;POTOSÍ;Chayanta;San Pedro de Macha;San Pedro de Macha;13.193;12.682;15.678;13.704;13.167;4.447;14,3;2,3;11,9;85,7;64,3;20,7;0,8
860;Municipio;POTOSÍ;Chayanta;San Pedro de Macha;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
861;Municipio;POTOSÍ;Chayanta;San Pedro de Macha;Rural;13.193;12.682;15.678;13.704;13.167;4.447;14,3;2,3;11,9;85,7;64,3;20,7;0,8
862;Provincia;POTOSÍ;Charcas;;Charcas;28.205;25.024;31.093;30.007;24.109;11.030;15,4;4,4;10,9;84,6;50,7;31,4;2,5
863;Provincia;POTOSÍ;Charcas;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
864;Provincia;POTOSÍ;Charcas;;Rural;28.205;25.024;31.093;30.007;24.109;11.030;15,4;4,4;10,9;84,6;50,7;31,4;2,5
865;Municipio;POTOSÍ;Charcas;San Pedro;San Pedro;21.922;18.334;23.590;22.470;17.369;8.439;12,2;3,7;8,5;87,8;50,4;34,3;3
866;Municipio;POTOSÍ;Charcas;San Pedro;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
867;Municipio;POTOSÍ;Charcas;San Pedro;Rural;21.922;18.334;23.590;22.470;17.369;8.439;12,2;3,7;8,5;87,8;50,4;34,3;3
868;Municipio;POTOSÍ;Charcas;Toro Toro;Toro Toro;6.283;6.690;7.503;7.537;6.740;2.591;23,6;6,3;17,3;76,4;51,5;23,7;1,1
869;Municipio;POTOSÍ;Charcas;Toro Toro;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
870;Municipio;POTOSÍ;Charcas;Toro Toro;Rural;6.283;6.690;7.503;7.537;6.740;2.591;23,6;6,3;17,3;76,4;51,5;23,7;1,1
871;Provincia;POTOSÍ;Nor Chichas;;Nor Chichas;20.408;19.199;20.087;23.524;18.842;3.066;45,6;10,5;35,1;54,4;47,9;6,3;0,2
872;Provincia;POTOSÍ;Nor Chichas;;Urbana;345;1.371;305;207;794;140;90,6;46,7;43,8;9,4;9;0,5;0
873;Provincia;POTOSÍ;Nor Chichas;;Rural;20.063;17.828;19.782;23.317;18.048;2.926;41,5;7,2;34,3;58,5;51,5;6,8;0,2
874;Municipio;POTOSÍ;Nor Chichas;Cotagaita;Cotagaita;14.569;15.449;15.461;16.840;13.581;2.167;46,5;11,3;35,2;53,5;46,8;6,5;0,2
875;Municipio;POTOSÍ;Nor Chichas;Cotagaita;Urbana;345;1.371;305;207;794;140;90,6;46,7;43,8;9,4;9;0,5;0
876;Municipio;POTOSÍ;Nor Chichas;Cotagaita;Rural;14.224;14.078;15.156;16.633;12.787;2.027;41;6,9;34,1;59;51,6;7,3;0,2
877;Municipio;POTOSÍ;Nor Chichas;Vitichi;Vitichi;5.839;3.750;4.626;6.684;5.261;899;43;8,1;34,9;57;51,3;5,6;0,1
878;Municipio;POTOSÍ;Nor Chichas;Vitichi;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
879;Municipio;POTOSÍ;Nor Chichas;Vitichi;Rural;5.839;3.750;4.626;6.684;5.261;899;43;8,1;34,9;57;51,3;5,6;0,1
880;Provincia;POTOSÍ;Alonso de Ibáñez;;Alonso de Ibáñez;16.025;13.958;19.405;18.369;15.377;6.961;20,2;5,8;14,3;79,8;61,8;17,7;0,4
881;Provincia;POTOSÍ;Alonso de Ibáñez;;Urbana;660;995;442;269;867;294;74,1;36;38,1;25,9;22,3;3,6;0
882;Provincia;POTOSÍ;Alonso de Ibáñez;;Rural;15.365;12.963;18.963;18.100;14.510;6.667;14,7;2,7;11,9;85,3;65,8;19,1;0,4
883;Municipio;POTOSÍ;Alonso de Ibáñez;Sacaca;Sacaca;10.978;9.295;12.294;11.572;10.220;4.301;22;7;15,1;78;60,1;17,5;0,4
884;Municipio;POTOSÍ;Alonso de Ibáñez;Sacaca;Urbana;660;995;442;269;867;294;74,1;36;38,1;25,9;22,3;3,6;0
