file,filename,codigo_entidad,nombre_entidad,filas,tiene_total_general,status,error
data\raw\sigep_2026\recursos_por_rubro\2026_1811_Gobierno_Autónomo_Municipal_de_San_Ignacio_recursos_por_rubro.pdf,2026_1811_Gobierno_Autónomo_Municipal_de_San_Ignacio_recursos_por_rubro.pdf,1811,Gobierno Autónomo Municipal de San Ignacio,29,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1812_Gobierno_Autónomo_Municipal_de_Loreto_recursos_por_rubro.pdf,2026_1812_Gobierno_Autónomo_Municipal_de_Loreto_recursos_por_rubro.pdf,1812,Gobierno Autónomo Municipal de Loreto,10,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1813_Gobierno_Autónomo_Municipal_de_San_Andrés_recursos_por_rubro.pdf,2026_1813_Gobierno_Autónomo_Municipal_de_San_Andrés_recursos_por_rubro.pdf,1813,Gobierno Autónomo Municipal de San Andrés,21,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1814_Gobierno_Autónomo_Municipal_de_San_Joaquín_recursos_por_rubro.pdf,2026_1814_Gobierno_Autónomo_Municipal_de_San_Joaquín_recursos_por_rubro.pdf,1814,Gobierno Autónomo Municipal de San Joaquín,25,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1815_Gobierno_Autónomo_Municipal_de_San_Ramón_recursos_por_rubro.pdf,2026_1815_Gobierno_Autónomo_Municipal_de_San_Ramón_recursos_por_rubro.pdf,1815,Gobierno Autónomo Municipal de San Ramón,22,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1816_Gobierno_Autónomo_Municipal_de_Puerto_Síles_recursos_por_rubro.pdf,2026_1816_Gobierno_Autónomo_Municipal_de_Puerto_Síles_recursos_por_rubro.pdf,1816,Gobierno Autónomo Municipal de Puerto Síles,14,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1817_Gobierno_Autónomo_Municipal_de_Magdalena_recursos_por_rubro.pdf,2026_1817_Gobierno_Autónomo_Municipal_de_Magdalena_recursos_por_rubro.pdf,1817,Gobierno Autónomo Municipal de Magdalena,28,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1818_Gobierno_Autónomo_Municipal_de_Baures_recursos_por_rubro.pdf,2026_1818_Gobierno_Autónomo_Municipal_de_Baures_recursos_por_rubro.pdf,1818,Gobierno Autónomo Municipal de Baures,22,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1819_Gobierno_Autónomo_Municipal_de_Huacaraje_recursos_por_rubro.pdf,2026_1819_Gobierno_Autónomo_Municipal_de_Huacaraje_recursos_por_rubro.pdf,1819,Gobierno Autónomo Municipal de Huacaraje,19,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1820_Gobierno_Autónomo_Municipal_de_Exaltación_recursos_por_rubro.pdf,2026_1820_Gobierno_Autónomo_Municipal_de_Exaltación_recursos_por_rubro.pdf,1820,Gobierno Autónomo Municipal de Exaltación,26,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1901_Gobierno_Autónomo_Municipal_de_Cobija_recursos_por_rubro.pdf,2026_1901_Gobierno_Autónomo_Municipal_de_Cobija_recursos_por_rubro.pdf,1901,Gobierno Autónomo Municipal de Cobija,28,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1902_Gobierno_Autónomo_Municipal_de_Porvenir_recursos_por_rubro.pdf,2026_1902_Gobierno_Autónomo_Municipal_de_Porvenir_recursos_por_rubro.pdf,1902,Gobierno Autónomo Municipal de Porvenir,24,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1903_Gobierno_Autónomo_Municipal_de_Bolpebra_recursos_por_rubro.pdf,2026_1903_Gobierno_Autónomo_Municipal_de_Bolpebra_recursos_por_rubro.pdf,1903,Gobierno Autónomo Municipal de Bolpebra,14,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1904_Gobierno_Autónomo_Municipal_de_Bella_Flor_recursos_por_rubro.pdf,2026_1904_Gobierno_Autónomo_Municipal_de_Bella_Flor_recursos_por_rubro.pdf,1904,Gobierno Autónomo Municipal de Bella Flor,15,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1905_Gobierno_Autónomo_Municipal_de_Puerto_Rico_recursos_por_rubro.pdf,2026_1905_Gobierno_Autónomo_Municipal_de_Puerto_Rico_recursos_por_rubro.pdf,1905,Gobierno Autónomo Municipal de Puerto Rico,15,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1906_Gobierno_Autónomo_Municipal_de_San_Pedro_recursos_por_rubro.pdf,2026_1906_Gobierno_Autónomo_Municipal_de_San_Pedro_recursos_por_rubro.pdf,1906,Gobierno Autónomo Municipal de San Pedro,11,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1907_Gobierno_Autónomo_Municipal_de_Filadelfia_recursos_por_rubro.pdf,2026_1907_Gobierno_Autónomo_Municipal_de_Filadelfia_recursos_por_rubro.pdf,1907,Gobierno Autónomo Municipal de Filadelfia,14,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1908_Gobierno_Autónomo_Municipal_de_Puerto_Gonzalo_Moreno_recursos_por_rubro.pdf,2026_1908_Gobierno_Autónomo_Municipal_de_Puerto_Gonzalo_Moreno_recursos_por_rubro.pdf,1908,Gobierno Autónomo Municipal de Puerto Gonzalo Moreno,19,True,ok,
