DEPARTAMEN,PROVINCIA,MUNICIPIO,CAPITAL,F_LEY_PROV,LEY_MUN,F_LEY_MUN,X,Y,MUN_ALTERN,PIBpc_2021_wmean,decile,departamento_geo,provincia_geo,municipio_geo,depto_key,mun_key,codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,presupuesto_total,provincia_ine,municipio_ine,poblacion_2001,poblacion_2012,poblacion_2024,hombres_2024,mujeres_2024,presupuesto_per_capita
PotosÃ­,Rafael Bustillo,UncÃ­a,UncÃ­a,2009-06-17,ML,1906-11-29,-66.5314119124,-18.5884257795,UncÃ­a,1.9563485693652183e-06,2,Potosí,Rafael Bustillo,Uncía,potosi,uncia,1505,Gobierno Autónomo Municipal de Uncía,Potosí,municipal,GAM,42020650.0,Rafael Bustillo,Uncía,18704.0,22020.0,22768.0,11672.0,11096.0,1845.6012825018
La Paz,Murillo,Mecapaca,Mecapaca,1912-10-17,ML,1947-10-24,-67.9761530546,-16.7185819609,Mecapaca,2.407184183539357e-06,7,La Paz,Murillo,Mecapaca,la paz,mecapaca,1203,Gobierno Autónomo Municipal de Mecapaca,La Paz,municipal,GAM,27231767.0,Murillo,Mecapaca,11782.0,15834.0,20446.0,10240.0,10206.0,1331.8872640125
Cochabamba,Campero,Pasorapa,Pasorapa,1899-07-08,ML,1926-10-28,-64.6010807005,-18.3924467224,Pasorapa,2.147904524463229e-06,4,Cochabamba,Campero,Pasorapa,cochabamba,pasorapa,1308,Gobierno Autónomo Municipal de Pasorapa,Cochabamba,municipal,GAM,6595000.0,Campero,Pasorapa,4659.0,6853.0,6475.0,3504.0,2971.0,1018.5328185328
PotosÃ­,Modesto Omiste,VillazÃ³n,VillazÃ³n,1958-09-18,CSL,1958-09-18,-65.6419205895,-21.9132015422,VillazÃ³n,2.8293993636907544e-06,9,Potosí,Modesto Omiste,Villazón,potosi,villazon,1537,Gobierno Autónomo Municipal de Villazón,Potosí,municipal,GAM,72813971.0,Modesto Omiste,Villazón,36266.0,44906.0,49340.0,23609.0,25731.0,1475.7594446696
Tarija,Arce,Padcaya,Padcaya,1894-11-08,CSL,1890-11-08,-64.5294031976,-22.1338099233,Padcaya,2.17177966987947e-06,4,Tarija,Arce,Padcaya,tarija,padcaya,1602,Gobierno Autónomo Municipal de Padcaya,Tarija,municipal,GAM,38045325.0,Arce,Padcaya,19260.0,18681.0,17817.0,9173.0,8644.0,2135.338440815
,,,Salar de Uyuni,,,,-67.6088506162,-20.1962718952,,2.3588488602399593e-06,6,nan,nan,nan,nan,nan,,,,,,,,,,,,,,
,,,Salar de Coipasa,,,,-68.1272065657,-19.3786889536,,2.3298225642065518e-06,6,nan,nan,nan,nan,nan,,,,,,,,,,,,,,
,,,Lago Uru Uru,,,,-67.1025396185,-18.0971988597,,3.0437508939940017e-06,9,nan,nan,nan,nan,nan,,,,,,,,,,,,,,
,,,Lago Poopo,,,,-67.0493312783,-18.8410555004,,2.284877609781688e-06,6,nan,nan,nan,nan,nan,,,,,,,,,,,,,,
,,,Lago Titicaca,,,,-69.0313552409,-16.0429522137,,1.940575430126046e-06,2,nan,nan,nan,nan,nan,,,,,,,,,,,,,,
La Paz,Bautista Saavedra,Charazani,Villa General Juan JosÃ© PÃ©rez,1948-11-17,CSL,1948-11-17,-68.7736811691,-15.0965242652,Charazani,1.9406220417295117e-06,2,La Paz,Bautista Saavedra,Charazani,la paz,charazani,1269,Gobierno Autónomo Municipal de General Juan José Pérez (Charazani),La Paz,municipal,GAM,15766181.0,Bautista Saavedra,Charazani,9161.0,13023.0,15763.0,8338.0,7425.0,1000.2018016875
Cochabamba,Mizque,Mizque,Mizque,1876-06-24,MDS,1876-06-24,-65.4264652347,-17.9795143589,Mizque,2.206412546001957e-06,5,Cochabamba,Mizque,Mizque,cochabamba,mizque,1342,Gobierno Autónomo Municipal de Mizque,Cochabamba,municipal,GAM,26652742.0,Mizque,Mizque,21372.0,19864.0,19896.0,9952.0,9944.0,1339.6030357861
Santa Cruz,Vallegrande,Postrervalle,Postrervalle,1984-10-18,658,1984-10-18,-63.7631777003,-18.6250769658,Postrervalle,2.0593618046405027e-06,3,Santa Cruz,Vallegrande,Postrervalle,santa cruz,postrervalle,1728,Gobierno Autónomo Municipal de Postrer Valle,Santa Cruz,municipal,GAM,1757150.0,Valle Grande,Postrervalle,2545.0,2390.0,1806.0,993.0,813.0,972.9512735327
Santa Cruz,Cordillera,Cabezas,Cabezas,1894-09-06,CSL,1906-11-28,-63.2684722906,-18.4638933191,Cabezas,3.041556510652299e-06,9,Santa Cruz,Cordillera,Cabezas,santa cruz,cabezas,1720,Gobierno Autónomo Municipal de Cabezas,Santa Cruz,municipal,GAM,35215475.0,Cordillera,Cabezas,22296.0,26434.0,32961.0,17494.0,15467.0,1068.398258548
Santa Cruz,Velasco,San Miguel,San Miguel,1880-10-12,CSL,1927-10-27,-61.2723847203,-16.8429988472,San Miguel de Velasco,3.875215043080971e-06,10,Santa Cruz,Velasco,San Miguel,santa cruz,san miguel,1708,Gobierno Autónomo Municipal de San Miguel (San Miguel de Velasco),Santa Cruz,municipal,GAM,21771696.0,Velasco,San Miguel,10273.0,11327.0,15239.0,8164.0,7075.0,1428.6827219634
Santa Cruz,Velasco,San Rafael,San Rafael,1880-10-12,1531,1994-02-07,-60.1409580351,-16.8154966164,San Rafael,3.3886674373206915e-06,10,Santa Cruz,Velasco,San Rafael,santa cruz,san rafael,1709,Gobierno Autónomo Municipal de San Rafael,Santa Cruz,municipal,GAM,14731530.0,Velasco,San Rafael,5017.0,6139.0,8842.0,4934.0,3908.0,1666.085727211
Cochabamba,Mizque,TIOC Raqaypampa,Raqaypampa,,,,0.0,0.0,Raqaypampa,2.1932983145234175e-06,5,Cochabamba,Mizque,TIOC Raqaypampa,cochabamba,raqaypampa,,,,,,,,,,,,,,
